date_time,brawler_name,result,current_trophies,trophy_delta,new_winstreak,playstyle_hash,playstyle_name,playstyle_gamemodes,playstyle_brawlers,pyla_version,power_level
2026-09-10T01:49:26.013374,crow,draw,292,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T01:51:23.142403,crow,victory,292,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T01:53:32.828944,crow,victory,292,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T01:55:19.843637,crow,draw,337,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T01:57:56.681564,crow,victory,337,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T01:59:51.754145,crow,victory,337,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:01:35.422951,crow,victory,337,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:03:11.031987,crow,draw,337,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:06:10.160538,crow,victory,445,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:08:40.812988,crow,defeat,445,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:10:05.412859,crow,defeat,445,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:12:03.601749,crow,victory,445,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:14:07.270840,crow,victory,525,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:15:24.055427,crow,defeat,525,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:17:45.822601,crow,defeat,525,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:19:38.450198,crow,victory,525,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:20:52.104862,crow,defeat,525,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:22:38.986524,crow,victory,525,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:24:24.404329,crow,victory,525,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:26:17.516417,crow,victory,525,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:29:04.524309,crow,victory,525,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:30:39.613842,crow,draw,525,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:31:57.839882,crow,draw,447,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:33:38.620000,crow,draw,447,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:35:17.890111,crow,draw,447,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:37:10.005307,crow,victory,453,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:40:10.696173,crow,draw,455,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:41:31.186528,crow,defeat,464,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:42:34.658044,crow,defeat,462,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:43:52.051694,crow,defeat,460,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:45:31.545629,crow,victory,458,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:47:05.337737,crow,defeat,458,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:48:38.330648,crow,defeat,458,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:51:07.283241,crow,victory,458,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:52:28.006458,crow,draw,458,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:54:32.857053,crow,victory,466,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:56:37.416187,crow,victory,466,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T02:59:09.647089,crow,victory,485,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:01:45.094937,crow,victory,493,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:03:44.381814,crow,victory,508,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:05:09.647527,crow,defeat,518,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:06:21.043720,crow,defeat,516,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:09:25.036390,crow,victory,516,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:11:46.161204,crow,victory,525,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:14:07.012118,crow,victory,525,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:16:06.706819,crow,victory,525,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:18:14.140573,crow,draw,525,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:20:55.307244,crow,draw,525,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:22:57.520945,crow,victory,525,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:25:02.174899,crow,draw,525,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:27:09.960254,crow,victory,558,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:28:51.474896,crow,victory,558,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:30:09.345266,crow,draw,558,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:31:58.471046,crow,victory,586,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:34:40.855148,crow,victory,586,,9,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:36:40.733607,crow,victory,586,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:38:48.436756,crow,victory,631,,11,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:40:14.429662,crow,defeat,631,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:42:09.594028,crow,victory,631,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:44:17.043132,crow,victory,660,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:47:48.021197,crow,victory,660,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:49:53.807596,crow,victory,660,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:51:17.222811,crow,draw,660,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:53:01.442757,crow,draw,688,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:55:20.485400,crow,victory,689,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:56:29.327884,crow,defeat,689,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T03:58:19.492697,crow,draw,689,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:00:41.522673,crow,draw,696,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:03:41.193272,crow,victory,691,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:05:22.620959,crow,draw,691,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:07:18.468283,crow,defeat,691,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:08:33.777231,crow,defeat,691,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:10:57.283160,crow,draw,691,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:12:40.481376,crow,defeat,691,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:15:24.767336,crow,draw,691,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:18:06.925378,crow,victory,702,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:20:14.660729,crow,victory,702,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:21:50.921851,crow,draw,702,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:23:20.125167,crow,draw,702,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:25:12.613040,crow,draw,702,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:27:27.113116,crow,victory,702,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:30:01.732533,crow,victory,702,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:31:48.912414,crow,defeat,702,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:33:06.939792,crow,defeat,702,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:34:49.741106,crow,draw,702,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:37:18.964293,crow,victory,702,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:39:10.774228,crow,victory,755,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:40:59.464016,crow,draw,761,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:42:57.695379,crow,draw,762,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:44:36.582442,crow,defeat,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:46:17.366355,crow,victory,762,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:47:36.880280,crow,victory,762,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:49:11.267355,crow,defeat,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:51:02.505086,crow,defeat,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:53:26.528284,crow,defeat,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:56:06.154645,crow,draw,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T04:57:35.141305,crow,victory,762,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:01:19.600870,crow,victory,762,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:02:33.299816,crow,defeat,762,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:05:06.669114,crow,victory,762,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:07:06.867495,crow,draw,794,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:10:01.379694,crow,victory,794,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:12:22.869044,crow,victory,807,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:15:22.464292,crow,victory,807,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:17:30.559855,crow,victory,807,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:19:13.392409,crow,victory,807,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:21:37.246295,crow,draw,807,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:23:16.604442,crow,defeat,807,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:25:18.897477,crow,victory,807,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:27:35.549942,crow,victory,807,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:29:41.128075,crow,defeat,807,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:31:25.481524,crow,victory,807,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:33:24.894005,crow,draw,856,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:35:10.392404,crow,victory,856,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:36:30.887276,crow,defeat,869,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:39:03.127893,crow,victory,869,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:41:31.136513,crow,draw,869,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:43:18.840946,crow,draw,869,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:45:26.744939,crow,victory,869,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:46:50.416551,crow,defeat,884,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:49:08.075452,crow,victory,884,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:50:57.111346,crow,victory,884,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:53:05.196088,crow,victory,884,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:54:38.755761,crow,draw,884,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:56:05.793058,crow,draw,884,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T05:58:49.057505,crow,victory,884,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:00:59.215667,crow,victory,884,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:03:07.762213,crow,victory,884,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:04:30.237174,crow,draw,939,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:06:22.961265,crow,victory,939,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:08:35.207386,crow,victory,939,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:10:40.353061,crow,victory,939,,9,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:12:41.533146,crow,victory,982,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:14:05.430307,crow,defeat,996,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:16:26.112997,crow,victory,992,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:18:18.553773,crow,victory,992,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:21:29.062472,crow,victory,992,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:23:07.931282,crow,draw,992,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:25:23.872883,crow,victory,992,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:27:01.989430,crow,victory,992,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:28:48.131210,crow,victory,992,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:30:29.668585,crow,defeat,992,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:32:51.636891,crow,victory,992,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:34:34.254841,crow,victory,992,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:36:14.852563,crow,defeat,992,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:38:22.338826,crow,victory,992,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
